Month,Mid.Rate,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,Cocoa_Trend,logprice,Price_NY,log_return_rate,Is_Holiday,YEAR,MONTH_NUM
2017-01-01,4.233706451612903,26.358387096774194,33.3941935483871,20.788387096774194,0.8516129032258064,17.83483870967742,29.0,7.684012599546369,2173.892258064516,-0.012457006674233956,0,2017,1
2017-02-01,4.372667857142857,27.613214285714285,33.8825,22.925,1.4039285714285714,17.34,35.0,7.606768358723618,2012.4153571428571,-0.09808857074123853,0,2017,2
2017-03-01,4.489554838709677,27.549677419354836,33.18806451612903,23.511612903225807,3.0496774193548384,19.989677419354837,31.0,7.618429886344413,2037.3009677419354,0.0835654073584445,0,2017,3
2017-04-01,4.20278,27.229333333333333,32.346,23.513666666666666,3.518333333333333,19.369333333333334,30.0,7.571017390183533,1943.3876666666665,-0.12658462045147717,1,2017,4
2017-05-01,4.238409677419355,26.398387096774194,30.622903225806454,23.160967741935483,7.239354838709677,19.05354838709677,30.0,7.582507021921828,1965.258064516129,0.11545348225921102,0,2017,5
2017-06-01,4.33172,25.011666666666667,28.077,22.517666666666667,9.897333333333334,15.142333333333333,24.0,7.591251751964949,1982.077,-0.041389222553461835,0,2017,6
2017-07-01,4.366603225806451,24.29516129032258,27.993870967741934,21.28548387096774,5.6087096774193546,14.62774193548387,29.0,7.58322933849856,1965.9890322580645,0.06672995818074738,0,2017,7
2017-08-01,4.3849838709677424,24.336129032258064,28.483548387096775,21.00483870967742,2.1083870967741936,13.781290322580647,29.0,7.582095530108686,1963.7416129032258,-0.050322401412762334,0,2017,8
2017-09-01,4.403373333333334,24.889,28.868,21.650666666666666,5.712000000000001,15.226333333333335,28.0,7.590693872655071,1979.889,0.03226826869117284,0,2017,9
2017-10-01,4.381341935483871,25.37,29.120322580645162,22.14290322580645,7.59,17.22935483870968,28.0,7.646441252158623,2093.375806451613,0.026493252377437035,1,2017,10
2017-11-01,4.395436666666667,25.424333333333333,29.392,21.991333333333333,2.8353333333333333,17.848333333333336,30.0,7.662461111949981,2127.594,-0.03029889696775238,1,2017,11
2017-12-01,4.412322580645162,25.56032258064516,30.805806451612902,20.924193548387095,0.7606451612903226,16.493548387096773,31.0,7.551788419791608,1904.9990322580645,-0.07557456779514445,1,2017,12
2018-01-01,4.420732258064516,26.294838709677418,33.22387096774194,20.355806451612903,0.07935483870967742,17.769354838709678,30.0,7.574016966906819,1947.311935483871,0.05629405082530401,0,2018,1
2018-02-01,4.419575,28.265714285714285,34.93571428571429,23.308214285714286,2.447857142857143,18.025357142857143,26.0,7.659973791303507,2122.9757142857143,0.09518961529435169,0,2018,2
2018-03-01,4.4135,26.711290322580645,31.72258064516129,22.96677419354839,4.1729032258064525,19.676774193548386,40.0,7.83131154742353,2520.0109677419355,0.12133578303605988,1,2018,3
2018-04-01,4.40535,26.49566666666667,31.259666666666664,23.026333333333334,3.935,18.62633333333333,35.0,7.887350677168074,2666.388,0.092490251635862,1,2018,4
2018-05-01,4.413616129032258,25.64483870967742,29.588064516129034,22.61064516129032,7.025483870967742,17.31032258064516,29.0,7.9056642037078575,2714.6338709677416,-0.14809328794275095,0,2018,5
2018-06-01,4.460446666666667,24.872333333333334,28.322999999999997,22.078,10.483666666666666,16.04,28.0,7.809390883749222,2464.5323333333336,0.010365555089044565,0,2018,6
2018-07-01,4.640148387096774,24.261290322580646,27.896129032258063,21.47225806451613,4.949999999999999,14.775483870967742,27.0,7.783060331003852,2401.7670967741933,-0.13678382850277881,0,2018,7
2018-08-01,4.708170967741936,24.06064516129032,28.163870967741936,20.780967741935484,3.3819354838709677,15.73967741935484,27.0,7.698924132993411,2208.2251612903224,0.09922864509372363,0,2018,8
2018-09-01,4.757236666666667,24.609666666666666,28.192666666666664,21.851666666666667,7.717666666666667,15.542333333333334,25.0,7.714960392976479,2242.927666666667,-0.1155464222247164,0,2018,9
2018-10-01,4.792532258064516,25.39258064516129,29.02,22.276129032258062,7.633548387096774,17.464193548387097,32.0,7.676656246070263,2158.580967741935,0.10661179244471626,1,2018,10
2018-11-01,4.79081,25.750999999999998,29.705333333333332,22.168666666666663,2.4429999999999996,18.246333333333332,31.0,7.710561404195254,2232.9453333333336,-0.03232487844563916,1,2018,11
2018-12-01,4.814448387096774,24.995806451612903,30.29774193548387,20.103548387096776,0.09451612903225808,16.669999999999998,31.0,7.729619705977662,2276.4529032258065,0.0985247055021351,1,2018,12
2019-01-01,4.8884225806451616,26.37258064516129,32.87935483870968,20.968387096774194,0.3419354838709677,18.226774193548387,28.0,7.7566379307852324,2338.064838709677,-0.10411982324972556,0,2019,1
2019-02-01,5.009946428571429,27.42535714285714,33.24178571428571,22.845,2.2967857142857144,18.271785714285716,27.0,7.7322134155982996,2281.136785714286,0.025296673041237977,0,2019,2
2019-03-01,5.175596774193548,27.799354838709675,33.689354838709676,23.49290322580645,2.888709677419355,19.184838709677418,27.0,7.703759193614944,2216.925806451613,0.016552242701008427,0,2019,3
2019-04-01,5.086613333333333,27.197666666666667,31.742666666666665,23.725666666666665,5.276333333333333,20.019333333333336,28.0,7.773762633165521,2377.800333333333,0.019221750460371688,1,2019,4
2019-05-01,5.105190322580645,26.044838709677418,29.848709677419354,23.021935483870966,6.3100000000000005,18.77032258064516,26.0,7.7732105558812785,2376.719032258064,0.03293757695014537,0,2019,5
2019-06-01,5.237723333333333,25.284666666666666,28.847666666666665,22.43,7.095666666666667,15.678666666666667,27.0,7.814458383280689,2476.633333333333,0.018658977550304566,0,2019,6
2019-07-01,5.256009677419354,24.673870967741934,28.381612903225808,21.787419354838708,4.317741935483871,14.223870967741936,28.0,7.81754408565055,2484.2154838709675,-0.05693530992154038,0,2019,7
2019-08-01,5.26948064516129,24.603548387096776,29.114516129032257,21.17064516129032,2.3561290322580644,14.967096774193548,28.0,7.718278798843068,2249.591290322581,-0.059948339557829695,0,2019,8
2019-09-01,5.307266666666666,25.031,28.644000000000002,22.19066666666667,7.762666666666666,14.514666666666667,30.0,7.770535528030068,2371.639,0.09904306129055361,0,2019,9
